<strong><< OPTIMIZATION START >></strong>

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   40     351    8.958098e-03    0.000e+00    1.662e+00    1.290e-03
   41     358    8.242245e-03    0.000e+00    2.136e+00    8.082e-03
   42     365    8.345789e-03    0.000e+00    7.932e-01    9.534e-04
   43     373    8.529401e-03    0.000e+00    4.279e-01    8.276e-04
   44     388    8.540529e-03    0.000e+00    1.855e-01    1.039e-04
   45     396    8.512393e-03    0.000e+00    4.763e-01    1.095e-04
   46     403    8.592308e-03    0.000e+00    3.167e-01    3.897e-04
   47     412    9.263195e-03    0.000e+00    1.457e+00    4.054e-03
   48     419    8.453331e-03    0.000e+00    5.899e-01    2.921e-03
   49     426    8.360885e-03    0.000e+00    2.970e-01    3.499e-04
   50     436    8.314412e-03    0.000e+00    4.371e-01    1.430e-04
   51     443    8.420007e-03    0.000e+00    3.106e-01    4.400e-04
   52     450    8.599734e-03    0.000e+00    3.035e-01    8.268e-04
   53     457    8.505244e-03    0.000e+00    3.756e-01    3.588e-04
   54     465    8.341926e-03    0.000e+00    3.016e-01    6.180e-04
   55     472    8.427701e-03    0.000e+00    1.826e-01    3.479e-04
   56     480    8.553768e-03    0.000e+00    3.304e-01    5.029e-04
   57     487    8.541928e-03    0.000e+00    3.143e-01    4.282e-05
   58     495    8.518193e-03    0.000e+00    2.487e-01    8.813e-05
   59     502    8.528692e-03    0.000e+00    3.194e-01    7.390e-05
   60     513    8.490946e-03    0.000e+00    8.054e-01    1.658e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   61     522    8.486140e-03    0.000e+00    4.743e-01    2.341e-05
   62     536    8.485698e-03    0.000e+00    5.583e-01    9.074e-06
   63     544    8.486724e-03    0.000e+00    7.830e-01    5.660e-06
   64     555    8.485605e-03    0.000e+00    5.717e-01    1.139e-05
   65     563    8.490040e-03    0.000e+00    6.071e-01    2.267e-05
   66     574    8.486691e-03    0.000e+00    3.449e-01    1.028e-05
   67     582    8.474476e-03    0.000e+00    4.078e-01    5.457e-05
   68     592    8.469241e-03    0.000e+00    3.585e-01    2.726e-05
   69     599    8.504362e-03    0.000e+00    1.034e-01    1.457e-04
   70     608    8.505487e-03    0.000e+00    1.000e-01    5.024e-06
   71     615    2.098541e-03    0.000e+00    1.391e+00    3.568e-02
   72     623    1.136013e-03    0.000e+00    4.950e+00    8.745e-03
   73     630    7.468752e-04    0.000e+00    2.472e+00    3.239e-03
   74     637    7.537052e-04    0.000e+00    2.466e+00    2.137e-04
   75     644    7.583982e-04    0.000e+00    3.740e-01    5.538e-04
   76     651    6.878565e-04    0.000e+00    4.311e-01    9.055e-04
   77     658    6.834533e-04    0.000e+00    8.003e-01    4.924e-05
   78     671    6.827257e-04    0.000e+00    7.128e-01    1.270e-05
   79     678    7.005423e-04    0.000e+00    5.120e-01    2.638e-04
   80     685    6.942324e-04    0.000e+00    5.497e-01    5.535e-05
   81     694    6.902906e-04    0.000e+00    5.789e-01    4.630e-05
   82     701    6.833392e-04    0.000e+00    2.780e-01    7.235e-05
   83     708    6.811835e-04    0.000e+00    3.134e-01    2.404e-05
   84     716    6.787480e-04    0.000e+00    2.234e-01    3.278e-05
   85     723    6.793491e-04    0.000e+00    3.078e-01    1.103e-05
   86     730    6.811012e-04    0.000e+00    1.744e-01    2.535e-05
   87     737    6.799997e-04    0.000e+00    2.582e-01    1.195e-05
   88     745    6.786631e-04    0.000e+00    3.043e-01    1.753e-05
   89     752    6.785924e-04    0.000e+00    4.565e-01    3.178e-06
   90     767    6.784802e-04    0.000e+00    1.133e-01    2.693e-06

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   91     774    6.780262e-04    0.000e+00    3.025e-01    3.793e-06
   92     786    6.778525e-04    0.000e+00    3.279e-01    7.670e-06
   93     795    6.779018e-04    0.000e+00    3.136e-01    2.037e-06
   94     808    6.776995e-04    0.000e+00    9.208e-01    3.740e-06
   95     816    6.775553e-04    0.000e+00    5.845e-01    2.176e-06
   96     823    6.774877e-04    0.000e+00    4.229e-01    3.108e-06
   97     830    6.773915e-04    0.000e+00    4.769e-01    5.367e-06
   98     840    6.777376e-04    0.000e+00    2.522e-01    1.125e-05
   99     847    6.774662e-04    0.000e+00    2.867e-01    2.113e-06
  100     854    6.753494e-04    0.000e+00    5.894e-01    2.319e-05
  101     861    6.740923e-04    0.000e+00    5.072e-01    5.398e-06
  102     868    6.721829e-04    0.000e+00    2.516e-01    7.594e-06
  103     875    6.678846e-04    0.000e+00    2.783e-01    2.666e-05
  104     882    6.661788e-04    0.000e+00    3.299e-01    1.488e-05
  105     893    6.632635e-04    0.000e+00    6.237e-01    3.825e-05
  106     901    6.625148e-04    0.000e+00    9.226e-01    2.140e-05
  107     908    6.611562e-04    0.000e+00    7.268e-01    8.753e-06
  108     915    6.576126e-04    0.000e+00    4.998e-01    1.554e-05
  109     922    6.546190e-04    0.000e+00    5.132e-01    6.770e-05
  110     929    6.537685e-04    0.000e+00    2.424e-01    1.962e-05
  111     936    6.535071e-04    0.000e+00    3.968e-01    1.154e-05
  112     946    6.532499e-04    0.000e+00    5.371e-01    8.653e-06
  113     953    6.531893e-04    0.000e+00    5.046e-01    2.752e-06
  114     960    6.526529e-04    0.000e+00    4.508e-01    1.292e-05
  115     967    6.524278e-04    0.000e+00    3.346e-01    2.639e-06
  116     974    6.518689e-04    0.000e+00    2.259e-01    4.701e-06
  117     983    6.516087e-04    0.000e+00    4.735e-01    8.195e-06
  118     990    6.506877e-04    0.000e+00    4.743e-01    3.944e-06
  119     997    6.475130e-04    0.000e+00    4.656e-01    2.783e-05
  120    1004    6.461840e-04    0.000e+00    2.017e-01    7.378e-06

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  121    1012    6.457293e-04    0.000e+00    4.348e-02    9.168e-06
  122    1020    6.457094e-04    0.000e+00    8.024e-02    5.856e-07
  123    1027    6.455029e-04    0.000e+00    7.012e-02    2.301e-06
  124    1037    6.449869e-04    0.000e+00    3.829e-02    7.306e-06
  125    1044    6.451299e-04    0.000e+00    2.427e-02    3.074e-06
  126    1051    6.452975e-04    0.000e+00    8.882e-02    5.994e-06
  127    1058    6.451719e-04    0.000e+00    1.033e-01    2.190e-06
  128    1065    6.449852e-04    0.000e+00    8.862e-02    2.199e-06
  129    1084    6.449833e-04    0.000e+00    2.047e-02    1.100e-07
  130    1091    1.224529e-04    0.000e+00    6.452e-01    1.042e-02
  131    1099    7.001795e-05    0.000e+00    1.170e+00    2.314e-03
  132    1106    1.877378e-05    0.000e+00    2.859e-01    2.565e-03
  133    1113    3.282368e-05    0.000e+00    6.875e-02    1.140e-03
  134    1120    3.270953e-05    0.000e+00    1.043e-01    3.231e-06
  135    1128    3.257500e-05    0.000e+00    1.714e-01    3.465e-05
  136    1135    3.198418e-05    0.000e+00    9.725e-02    2.605e-05
  137    1142    3.175703e-05    0.000e+00    6.778e-02    8.673e-06
  138    1149    3.106933e-05    0.000e+00    7.077e-02    3.245e-05
  139    1156    3.137521e-05    0.000e+00    5.077e-02    2.078e-05
  140    1165    3.149174e-05    0.000e+00    1.767e-02    6.507e-06
  141    1172    3.151450e-05    0.000e+00    2.401e-02    2.684e-06
  142    1179    3.154965e-05    0.000e+00    1.662e-02    5.450e-06
  143    1188    3.157305e-05    0.000e+00    1.273e-02    9.601e-06
  144    1197    3.153846e-05    0.000e+00    1.819e-02    1.962e-06
  145    1210    3.152962e-05    0.000e+00    2.008e-02    1.618e-06
  146    1218    3.153238e-05    0.000e+00    1.882e-02    5.625e-07
  147    1225    3.139398e-05    0.000e+00    1.881e-02    8.187e-06
  148    1232    3.139503e-05    0.000e+00    2.783e-02    2.000e-07
  149    1242    3.139150e-05    0.000e+00    2.934e-02    4.961e-07
  150    1254    3.138640e-05    0.000e+00    3.915e-02    5.802e-07

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  151    1261    3.138610e-05    0.000e+00    1.743e-02    1.374e-06
  152    1268    3.141399e-05    0.000e+00    1.435e-02    1.898e-06
  153    1278    3.170794e-05    0.000e+00    1.662e-02    1.966e-05
  154    1285    3.146109e-05    0.000e+00    1.301e-02    1.608e-05
  155    1293    3.140447e-05    0.000e+00    8.691e-03    3.716e-06
  156    1300    3.139562e-05    0.000e+00    8.288e-03    6.527e-07
  157    1307    3.127144e-05    0.000e+00    1.368e-02    9.699e-06
  158    1314    3.140035e-05    0.000e+00    9.503e-03    9.621e-06
  159    1321    3.142425e-05    0.000e+00    1.281e-02    1.739e-06
  160    1328    3.144155e-05    0.000e+00    7.967e-03    1.201e-06
  161    1335    3.169044e-05    0.000e+00    2.699e-02    1.733e-05
  162    1342    3.155517e-05    0.000e+00    1.111e-02    8.981e-06
  163    1349    3.140914e-05    0.000e+00    1.458e-02    9.687e-06
  164    1358    3.129816e-05    0.000e+00    1.906e-02    7.598e-06
  165    1365    3.137999e-05    0.000e+00    2.004e-02    5.860e-06
  166    1373    3.144605e-05    0.000e+00    7.544e-03    4.767e-06
  167    1380    3.146499e-05    0.000e+00    2.280e-02    1.776e-06
  168    1387    3.150816e-05    0.000e+00    9.904e-03    3.569e-06
  169    1396    3.150523e-05    0.000e+00    6.508e-03    1.699e-07
  170    1406    3.149047e-05    0.000e+00    2.400e-02    1.378e-06
  171    1413    3.144444e-05    0.000e+00    2.315e-02    2.967e-06
  172    1420    3.129388e-05    0.000e+00    9.060e-03    1.041e-05
  173    1427    3.137663e-05    0.000e+00    9.490e-03    5.806e-06
  174    1434    3.145906e-05    0.000e+00    9.038e-03    5.840e-06
  175    1447    3.145455e-05    0.000e+00    1.275e-02    4.136e-07
  176    1455    3.145094e-05    0.000e+00    1.820e-02    1.067e-06
  177    1462    3.112156e-05    0.000e+00    1.100e-02    2.026e-05
  178    1469    3.129039e-05    0.000e+00    1.364e-02    1.074e-05
  179    1482    3.129432e-05    0.000e+00    1.098e-02    7.895e-07
  180    1489    3.133298e-05    0.000e+00    1.113e-02    3.252e-06

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  181    1498    3.122458e-05    0.000e+00    2.902e-02    1.012e-05
  182    1505    3.160277e-05    0.000e+00    1.412e-02    2.460e-05
  183    1512    3.178880e-05    0.000e+00    2.404e-02    1.139e-05
  184    1520    3.195836e-05    0.000e+00    1.247e-02    1.079e-05
  185    1527    3.169076e-05    0.000e+00    1.800e-02    1.639e-05
  186    1534    3.155967e-05    0.000e+00    3.116e-02    8.147e-06
  187    1541    3.147694e-05    0.000e+00    4.430e-02    4.985e-06
  188    1552    3.142867e-05    0.000e+00    3.099e-02    3.612e-06
  189    1559    3.238026e-05    0.000e+00    7.328e-03    6.079e-05
  190    1566    3.139877e-05    0.000e+00    1.600e-02    6.278e-05
  191    1576    3.112165e-05    0.000e+00    1.967e-02    1.773e-05
  192    1583    3.135497e-05    0.000e+00    2.029e-02    1.592e-05
  193    1590    3.167462e-05    0.000e+00    1.511e-02    2.162e-05
  194    1597    3.178700e-05    0.000e+00    1.569e-02    7.423e-06
  195    1604    3.168759e-05    0.000e+00    9.866e-03    6.576e-06
  196    1612    3.139488e-05    0.000e+00    1.260e-02    1.937e-05
  197    1619    3.152054e-05    0.000e+00    3.058e-02    8.840e-06
  198    1640    3.151937e-05    0.000e+00    3.140e-02    2.122e-08

<a href = "matlab: helpview('optim','feasible_better_objective','CSHelpWindow');">Feasible point with lower objective function value found</a>.


Optimization stopped because the <a href = "matlab: helpview('optim','norm_curr_step_fminconip','CSHelpWindow');">relative changes in all elements of x</a> are
less than <a href = "matlab: helpview('optim','tolx','CSHelpWindow');">options.StepTolerance</a> = 1.000000e-08, and the relative maximum constraint
violation, 0.000000e+00, is less than <a href = "matlab: helpview('optim','tol_con','CSHelpWindow');">options.ConstraintTolerance</a> = 1.000000e-06.

<strong><< OPTIMIZATION COMPLETE >></strong>

Optimization Processing Time:
Total                = 22.3397 seconds
Avg. per Iteration   = 0.1117 seconds
Avg. per Func. Eval. = 0.0135 seconds

<strong>> Table 1 - States</strong>
                          <strong>Value</strong>  
                        <strong>_________</strong>

    <strong>1) xe    [m]    </strong>       0.0000
    <strong>2) ye    [m]    </strong>       0.0000
    <strong>3) ze    [m]    </strong>    -500.0000
    <strong>4) u     [m/s]  </strong>      54.9844
    <strong>5) v     [m/s]  </strong>       0.0000
    <strong>6) w     [m/s]  </strong>       1.3068
    <strong>7) phi   [deg]  </strong>       0.0000
    <strong>8) theta [deg]  </strong>       1.3626
    <strong>9) psi   [deg]  </strong>       0.0000
    <strong>10) p    [deg/s]</strong>       0.0000
    <strong>11) q    [deg/s]</strong>       0.0000
    <strong>12) r    [deg/s]</strong>       0.0000


<strong>> Table 2 - Control Inputs</strong>
                           <strong>Value</strong> 
                          <strong>_______</strong>

    <strong>1) dAileron  [deg]</strong>     0.0000
    <strong>2) dRudder   [deg]</strong>     0.0000
    <strong>3) dElevator [deg]</strong>    -2.0269
    <strong>4) dFlap     [deg]</strong>    11.0000
    <strong>5) DEP_col   [deg]</strong>     0.2977
    <strong>6) DEP_slope [deg]</strong>     0.0000
    <strong>7) HTU       [deg]</strong>     0.1946


<strong>> Table 3 - Accelerations</strong>
                             <strong>Value</strong> 
                            <strong>_______</strong>

    <strong>1) xedot    [m/s]   </strong>    54.9999
    <strong>2) yedot    [m/s]   </strong>     0.0000
    <strong>3) zedot    [m/s]   </strong>    -0.0011
    <strong>4) udot     [m/s2]  </strong>     0.0055
    <strong>5) vdot     [m/s2]  </strong>     0.0000
    <strong>6) wdot     [m/s2]  </strong>    -0.0005
    <strong>7) phidot   [deg/s] </strong>     0.0000
    <strong>8) thetadot [deg/s] </strong>     0.0000
    <strong>9) psidot   [deg/s] </strong>     0.0000
    <strong>10) pdot    [deg/s2]</strong>     0.0000
    <strong>11) qdot    [deg/s2]</strong>     0.0001
    <strong>12) rdot    [deg/s2]</strong>     0.0000

