<strong><< OPTIMIZATION START >></strong>

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   41     360    1.596247e+00    0.000e+00    7.667e+02    1.413e-04
   42     367    1.595838e+00    0.000e+00    4.122e+02    1.282e-04
   43     373    1.591459e+00    0.000e+00    7.844e+02    1.216e-02
   44     379    1.586778e+00    0.000e+00    2.086e+02    5.676e-03
   45     385    1.586289e+00    0.000e+00    2.078e+02    3.683e-03
   46     391    1.582546e+00    0.000e+00    2.085e+02    1.693e-02
   47     397    1.578327e+00    0.000e+00    2.368e+02    5.673e-03
   48     403    1.576924e+00    0.000e+00    3.082e+02    1.226e-02
   49     414    1.576419e+00    0.000e+00    7.514e+02    4.839e-06
   50     420    1.574217e+00    0.000e+00    2.068e+02    4.809e-02
   51     426    1.539929e+00    0.000e+00    2.921e+02    6.701e-02
   52     432    1.534514e+00    0.000e+00    2.060e+02    1.763e-03
   53     439    1.534318e+00    0.000e+00    2.061e+02    4.987e-03
   54     445    1.533750e+00    0.000e+00    2.059e+02    6.906e-03
   55     451    1.533701e+00    0.000e+00    8.358e+02    6.902e-04
   56     457    1.532693e+00    0.000e+00    1.865e+02    1.988e-02
   57     463    1.529736e+00    0.000e+00    2.062e+02    3.624e-03
   58     469    1.526631e+00    0.000e+00    4.080e+02    2.164e-02
   59     475    1.525462e+00    0.000e+00    6.530e+02    3.022e-03
   60     483    1.524690e+00    0.000e+00    1.830e+02    6.505e-03

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   61     489    1.523019e+00    0.000e+00    1.846e+02    4.857e-03
   62     495    1.519197e+00    0.000e+00    2.061e+02    2.344e-02
   63     501    1.517688e+00    0.000e+00    2.058e+02    1.789e-02
   64     507    1.515753e+00    0.000e+00    2.058e+02    1.212e-03
   65     513    1.509406e+00    0.000e+00    3.325e+02    1.714e-03
   66     519    1.470946e+00    0.000e+00    2.814e+02    1.494e-03
   67     525    1.372747e+00    0.000e+00    4.472e+02    1.522e-03
   68     541    1.372712e+00    0.000e+00    3.225e+02    1.687e-05
   69     547    1.371858e+00    0.000e+00    1.018e+03    1.975e-03
   70     554    1.368509e+00    0.000e+00    8.233e+02    2.182e-02
   71     560    1.357601e+00    0.000e+00    1.279e+03    5.632e-03
   72     566    1.355755e+00    0.000e+00    1.315e+03    2.806e-02
   73     572    1.348290e+00    0.000e+00    7.253e+02    8.051e-03
   74     578    1.336642e+00    0.000e+00    7.820e+02    2.122e-02
   75     584    1.314966e+00    0.000e+00    6.796e+02    7.185e-03
   76     592    1.295553e+00    0.000e+00    2.030e+02    5.663e-03
   77     598    1.256114e+00    0.000e+00    1.575e+02    1.626e-02
   78     604    1.221310e+00    0.000e+00    4.085e+02    1.604e-02
   79     610    1.218243e+00    0.000e+00    1.562e+02    4.906e-04
   80     617    1.213263e+00    0.000e+00    2.737e+02    5.743e-04
   81     623    1.212608e+00    0.000e+00    2.011e+02    1.507e-03
   82     629    1.212428e+00    0.000e+00    2.302e+02    4.920e-05
   83     635    1.212178e+00    0.000e+00    2.794e+02    1.120e-04
   84     641    1.211157e+00    0.000e+00    2.653e+02    3.442e-04
   85     649    1.209174e+00    0.000e+00    2.622e+02    1.141e-03
   86     661    1.208981e+00    0.000e+00    4.927e+02    3.373e-05
   87     667    1.207607e+00    0.000e+00    2.003e+02    1.239e-03
   88     673    1.201127e+00    0.000e+00    4.455e+02    5.704e-03
   89     679    1.191203e+00    0.000e+00    3.671e+02    1.461e-03
   90     685    1.136510e+00    0.000e+00    4.931e+02    1.572e-03

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   91     698    1.136168e+00    0.000e+00    4.813e+02    2.345e-05
   92     704    1.099766e+00    0.000e+00    5.144e+02    8.574e-04
   93     711    1.059758e+00    0.000e+00    1.722e+02    3.037e-03
   94     717    1.056613e+00    0.000e+00    1.981e+02    1.973e-03
   95     723    1.055238e+00    0.000e+00    1.982e+02    5.602e-04
   96     729    1.053672e+00    0.000e+00    1.989e+02    5.698e-04
   97     735    1.053491e+00    0.000e+00    4.794e+02    4.394e-04
   98     746    1.053292e+00    0.000e+00    1.714e+02    2.146e-05
   99     753    1.053291e+00    0.000e+00    1.981e+02    1.033e-05
  100     763    1.053215e+00    0.000e+00    1.981e+02    2.904e-06
  101     770    1.053212e+00    0.000e+00    1.981e+02    1.888e-05
  102     780    1.053126e+00    0.000e+00    1.715e+02    1.604e-06
  103     787    1.053124e+00    0.000e+00    4.866e+02    2.220e-05
  104     797    1.053047e+00    0.000e+00    1.981e+02    1.359e-06
  105     804    1.053009e+00    0.000e+00    3.711e+02    4.432e-05
  106     810    1.052532e+00    0.000e+00    1.981e+02    3.390e-04
  107     816    1.050748e+00    0.000e+00    1.723e+02    1.356e-03
  108     823    1.048381e+00    0.000e+00    1.984e+02    9.351e-04
  109     829    1.044174e+00    0.000e+00    1.985e+02    3.057e-04
  110     835    1.030495e+00    0.000e+00    1.982e+02    1.323e-03
  111     841    1.005211e+00    0.000e+00    1.889e+02    2.314e-03
  112     848    1.005196e+00    0.000e+00    2.384e+02    1.855e-03
  113     854    1.003249e+00    0.000e+00    2.498e+02    5.135e-04
  114     864    1.003245e+00    0.000e+00    2.538e+02    1.399e-08
  115     872    1.003219e+00    0.000e+00    2.560e+02    8.566e-05
  116     882    1.003193e+00    0.000e+00    1.198e+03    7.256e-08
  117     890    1.003169e+00    0.000e+00    5.076e+02    8.856e-05
  118     896    1.002783e+00    0.000e+00    2.554e+02    8.101e-04
  119     902    1.001748e+00    0.000e+00    7.327e+02    2.625e-03
  120     909    1.000815e+00    0.000e+00    4.433e+02    3.651e-03

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  121     915    9.993104e-01    0.000e+00    2.230e+02    8.877e-03
  122     921    9.955934e-01    0.000e+00    4.433e+02    9.245e-03
  123     927    9.928927e-01    0.000e+00    6.259e+02    1.858e-02
  124     935    9.899162e-01    0.000e+00    1.942e+02    2.888e-02
  125     941    9.882284e-01    0.000e+00    7.530e+02    1.376e-02
  126     947    9.857880e-01    0.000e+00    1.968e+02    3.549e-02
  127     953    9.851409e-01    0.000e+00    2.540e+02    2.163e-02
  128     959    9.793160e-01    0.000e+00    2.198e+02    1.505e-02
  129     965    9.738307e-01    0.000e+00    1.967e+02    2.147e-02
  130     972    9.721521e-01    0.000e+00    1.893e+02    8.184e-03
  131     978    9.715472e-01    0.000e+00    1.965e+02    4.875e-03
  132     984    9.714283e-01    0.000e+00    1.885e+02    6.012e-03
  133     992    9.714321e-01    0.000e+00    1.964e+02    2.317e-04
  134     998    9.714225e-01    0.000e+00    1.884e+02    1.495e-05
  135    1004    9.714005e-01    0.000e+00    1.964e+02    9.172e-05
  136    1010    9.712051e-01    0.000e+00    1.964e+02    4.532e-05
  137    1016    9.704236e-01    0.000e+00    1.965e+02    1.072e-04
  138    1022    9.700481e-01    0.000e+00    2.835e+02    5.229e-04
  139    1030    9.685117e-01    0.000e+00    1.964e+02    3.728e-03
  140    1037    9.685319e-01    0.000e+00    1.964e+02    1.461e-03
  141    1043    9.683353e-01    0.000e+00    3.310e+02    2.560e-03
  142    1050    9.682065e-01    0.000e+00    1.964e+02    6.554e-04
  143    1056    9.679995e-01    0.000e+00    3.334e+02    1.130e-04
  144    1062    9.667640e-01    0.000e+00    1.963e+02    3.917e-05
  145    1068    9.655042e-01    0.000e+00    1.963e+02    5.891e-04
  146    1074    9.607098e-01    0.000e+00    1.958e+02    6.405e-04
  147    1080    9.596145e-01    0.000e+00    1.831e+02    3.894e-04
  148    1087    9.595264e-01    0.000e+00    1.947e+02    9.300e-05
  149    1093    9.586999e-01    0.000e+00    1.956e+02    3.142e-04
  150    1099    9.585473e-01    0.000e+00    1.956e+02    2.831e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  151    1105    9.585479e-01    0.000e+00    1.408e+02    2.232e-04
  152    1111    9.585175e-01    0.000e+00    8.773e+01    1.516e-04
  153    1117    9.585010e-01    0.000e+00    2.489e+02    9.895e-05
  154    1123    9.584521e-01    0.000e+00    1.956e+02    8.428e-05
  155    1129    9.583342e-01    0.000e+00    1.956e+02    1.080e-04
  156    1137    9.582852e-01    0.000e+00    1.725e+02    1.183e-03
  157    1143    9.580511e-01    0.000e+00    1.973e+02    1.047e-03
  158    1153    9.580478e-01    0.000e+00    1.956e+02    1.017e-07
  159    1171    9.580238e-01    0.000e+00    1.955e+02    2.038e-05
  160    1189    9.580233e-01    0.000e+00    1.411e+02    1.502e-08
  161    1195    9.577378e-01    0.000e+00    1.955e+02    1.050e-04
  162    1201    9.564627e-01    0.000e+00    1.954e+02    1.958e-04
  163    1207    9.546224e-01    0.000e+00    1.952e+02    2.448e-04
  164    1213    9.545369e-01    0.000e+00    1.952e+02    2.405e-04
  165    1219    9.545321e-01    0.000e+00    1.953e+02    8.241e-05
  166    1226    9.545014e-01    0.000e+00    1.953e+02    4.683e-04
  167    1232    9.544855e-01    0.000e+00    2.371e+02    5.612e-06
  168    1238    9.544733e-01    0.000e+00    1.990e+02    2.413e-04
  169    1246    9.544892e-01    0.000e+00    2.134e+02    7.554e-04
  170    1252    9.544238e-01    0.000e+00    2.160e+02    4.205e-04
  171    1258    9.543159e-01    0.000e+00    1.953e+02    5.565e-04
  172    1268    9.541662e-01    0.000e+00    2.097e+02    1.804e-05
  173    1275    9.542025e-01    0.000e+00    1.987e+02    7.784e-04
  174    1281    9.541161e-01    0.000e+00    1.952e+02    2.564e-04
  175    1287    9.540231e-01    0.000e+00    1.953e+02    3.042e-04
  176    1296    9.539142e-01    0.000e+00    1.964e+02    5.660e-04
  177    1302    9.538750e-01    0.000e+00    1.953e+02    2.884e-04
  178    1308    9.538872e-01    0.000e+00    1.952e+02    9.771e-04
  179    1314    9.537898e-01    0.000e+00    1.952e+02    4.750e-04
  180    1320    9.537585e-01    0.000e+00    1.953e+02    1.200e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  181    1326    9.536696e-01    0.000e+00    1.953e+02    2.084e-04
  182    1332    9.536140e-01    0.000e+00    1.953e+02    3.375e-05
  183    1338    9.535665e-01    0.000e+00    1.944e+02    2.206e-04
  184    1344    9.534890e-01    0.000e+00    1.795e+02    2.217e-04
  185    1350    9.534500e-01    0.000e+00    1.627e+02    2.711e-04
  186    1356    9.533940e-01    0.000e+00    1.952e+02    1.405e-04
  187    1362    9.532749e-01    0.000e+00    1.944e+02    5.536e-04
  188    1368    9.529208e-01    0.000e+00    1.950e+02    6.028e-05
  189    1374    9.516233e-01    0.000e+00    1.949e+02    3.720e-04
  190    1380    9.514640e-01    0.000e+00    1.949e+02    4.697e-04
  191    1386    9.513862e-01    0.000e+00    1.968e+02    1.195e-04
  192    1392    9.513600e-01    0.000e+00    1.917e+02    5.453e-05
  193    1402    9.513576e-01    0.000e+00    3.850e+02    1.326e-08
  194    1408    9.439969e-01    0.000e+00    1.884e+02    8.471e-04
  195    1414    9.410616e-01    0.000e+00    1.929e+02    7.903e-04
  196    1420    9.374309e-01    0.000e+00    2.260e+02    4.349e-04
  197    1427    9.357533e-01    0.000e+00    1.919e+02    6.107e-04
  198    1433    9.345502e-01    0.000e+00    1.922e+02    6.791e-04
  199    1439    9.328281e-01    0.000e+00    3.974e+02    3.385e-04
  200    1447    9.319231e-01    0.000e+00    1.787e+02    1.608e-03
  201    1461    9.304120e-01    0.000e+00    1.697e+02    6.367e-04
  202    1468    9.289762e-01    0.000e+00    2.533e+02    1.872e-04
  203    1489    9.289651e-01    0.000e+00    1.884e+02    1.687e-07
  204    1496    9.289649e-01    0.000e+00    1.884e+02    3.433e-08
  205    1502    9.254230e-01    0.000e+00    2.286e+02    1.099e-03
  206    1509    9.250365e-01    0.000e+00    1.894e+02    3.956e-04
  207    1515    9.235442e-01    0.000e+00    1.898e+02    2.019e-04
  208    1521    9.213535e-01    0.000e+00    2.456e+02    2.499e-04
  209    1527    9.173230e-01    0.000e+00    1.732e+02    4.131e-04
  210    1535    9.146790e-01    0.000e+00    1.895e+02    1.177e-03

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  211    1541    9.077624e-01    0.000e+00    1.893e+02    7.359e-04
  212    1547    8.995916e-01    0.000e+00    1.356e+02    7.050e-04
  213    1553    8.912768e-01    0.000e+00    1.875e+02    4.197e-04
  214    1559    8.770482e-01    0.000e+00    5.828e+02    2.378e-03
  215    1565    8.617521e-01    0.000e+00    5.749e+01    7.565e-04
  216    1574    8.572978e-01    0.000e+00    3.932e+02    1.203e-03
  217    1580    8.525341e-01    0.000e+00    2.365e+02    2.518e-04
  218    1590    8.521712e-01    0.000e+00    4.162e+02    7.747e-04
  219    1603    8.521109e-01    0.000e+00    4.220e+02    1.477e-05
  220    1613    8.512658e-01    0.000e+00    1.303e+03    2.312e-05
  221    1620    8.504168e-01    0.000e+00    8.769e+02    1.864e-05
  222    1626    8.445191e-01    0.000e+00    5.337e+02    3.027e-04
  223    1639    8.440918e-01    0.000e+00    5.557e+02    9.167e-05
  224    1651    8.440132e-01    0.000e+00    5.643e+02    3.041e-05
  225    1661    8.434627e-01    0.000e+00    1.153e+03    3.036e-05
  226    1668    8.431315e-01    0.000e+00    5.809e+02    2.808e-05
  227    1674    8.335767e-01    0.000e+00    1.660e+02    5.293e-04
  228    1694    8.335752e-01    0.000e+00    9.488e+02    9.111e-09

Optimization stopped because the <a href = "matlab: helpview('optim','norm_curr_step_fminconip','CSHelpWindow');">relative changes in all elements of x</a> are
less than <a href = "matlab: helpview('optim','tolx','CSHelpWindow');">options.StepTolerance</a> = 1.000000e-08, and the relative maximum constraint
violation, 0.000000e+00, is less than <a href = "matlab: helpview('optim','tol_con','CSHelpWindow');">options.ConstraintTolerance</a> = 1.000000e-06.

<strong><< OPTIMIZATION COMPLETE >></strong>

Optimization Processing Time:
Total                = 25.6919 seconds
Avg. per Iteration   = 0.1122 seconds
Avg. per Func. Eval. = 0.0152 seconds

<strong>> Table 1 - States</strong>
                          <strong>Value</strong>   
                        <strong>__________</strong>

    <strong>1) xe    [m]    </strong>        0.0000
    <strong>2) ye    [m]    </strong>        0.0000
    <strong>3) ze    [m]    </strong>    -1219.0000
    <strong>4) u     [m/s]  </strong>       71.8881
    <strong>5) v     [m/s]  </strong>        0.0000
    <strong>6) w     [m/s]  </strong>        1.6828
    <strong>7) phi   [deg]  </strong>        0.0000
    <strong>8) theta [deg]  </strong>        1.3399
    <strong>9) psi   [deg]  </strong>        0.0000
    <strong>10) p    [deg/s]</strong>        0.0000
    <strong>11) q    [deg/s]</strong>        0.0000
    <strong>12) r    [deg/s]</strong>        0.0000


<strong>> Table 2 - Control Inputs</strong>
                           <strong>Value</strong> 
                          <strong>_______</strong>

    <strong>1) dAileron  [deg]</strong>     0.0000
    <strong>2) dRudder   [deg]</strong>     0.0000
    <strong>3) dElevator [deg]</strong>    -0.7795
    <strong>4) dFlap     [deg]</strong>     0.0000
    <strong>5) DEP_col   [deg]</strong>     0.0000
    <strong>6) DEP_slope [deg]</strong>     0.0000
    <strong>7) HTU       [deg]</strong>     0.5230


<strong>> Table 3 - Accelerations</strong>
                             <strong>Value</strong> 
                            <strong>_______</strong>

    <strong>1) xedot    [m/s]   </strong>    71.9078
    <strong>2) yedot    [m/s]   </strong>     0.0000
    <strong>3) zedot    [m/s]   </strong>     0.0013
    <strong>4) udot     [m/s2]  </strong>    -0.0078
    <strong>5) vdot     [m/s2]  </strong>     0.0000
    <strong>6) wdot     [m/s2]  </strong>    -0.0375
    <strong>7) phidot   [deg/s] </strong>     0.0000
    <strong>8) thetadot [deg/s] </strong>     0.0000
    <strong>9) psidot   [deg/s] </strong>     0.0000
    <strong>10) pdot    [deg/s2]</strong>     0.0000
    <strong>11) qdot    [deg/s2]</strong>    -0.0056
    <strong>12) rdot    [deg/s2]</strong>     0.0000

